Time,<1,1-4,5-9,10-14,15-19,20-29,30+
2007-01,0.00017522130875442056,2.1134741350505973e-26,2.1715992989825027e-11,2.2396960248548895e-07,3.1647299829793464e-06,1.4696564886039822e-15,1.1112570535907173e-09
2007-02,2.416287239925122e-07,2.729286073656424e-29,-5.658430534946538e-14,-3.192994535272633e-10,6.4652924631722524e-09,-4.541053175004602e-18,-3.5323112816936265e-12
2007-03,1.1664383036601462e-08,1.234452166397286e-30,1.7220973547457373e-14,1.629356193800548e-10,-4.112663411060987e-10,1.2916542736933759e-18,9.981616561538037e-13
2007-04,1.3261700873317994e-10,1.312176937563866e-32,-4.714822179832155e-14,-2.5848107551542e-10,-1.243288708648085e-11,-3.6039585091132136e-18,-2.7722624327369793e-12
2007-05,-5.371151818057691e-11,-5.203425910971163e-33,1.1415107567741598e-13,7.051818338736503e-10,-4.339554662958839e-11,8.707862244587017e-18,6.704337577670605e-12
2007-06,-1.1690880663385388e-12,-1.1884800603769207e-34,-3.6216886771104784e-14,-1.9302030012369526e-10,8.418739402922453e-12,-2.7690735152805516e-18,-2.1300505861002575e-12
2007-07,1.642121272910546e-11,1.4381849715996592e-33,9.134842748526668e-14,4.56917779576238e-10,-1.6671978468972475e-11,6.989435967985376e-18,5.37436932244863e-12
2007-08,-4.198424639832699e-12,-3.974892417758336e-34,-3.0198330544412674e-14,-1.5591469874258702e-10,6.262019946280244e-12,-2.3100337620712614e-18,-1.7765983239645373e-12
2007-09,3.1486826200249494e-11,2.629927093371945e-33,5.039452665352873e-14,1.994945056220483e-10,-1.0866652185646668e-12,3.864299766645212e-18,2.9694507706505948e-12
2007-10,-4.1477350457767674e-11,-3.498394228778528e-33,-7.13259405467517e-14,-2.915564431826407e-10,2.9579690673989534e-12,-5.468200605670119e-18,-4.202613498171261e-12
2007-11,2.5825337834832853e-11,2.0980547368920583e-33,3.2934257988467354e-14,1.1377135875689557e-10,1.8566663783519034e-12,2.5273509331724544e-18,1.9420355966613835e-12
2007-12,-4.6520003921106964e-11,-3.7705882001441107e-33,-5.79763260071948e-14,-1.9644487556900234e-10,-3.860973221903645e-12,-4.4495163886892454e-18,-3.4196937863206853e-12
2008-01,3.234486008841286e-06,1.5128845097092867e-06,7.467729361502455e-14,9.422893408763334e-10,6.09355343075733e-08,9.765426335381015e-07,4.051485764000227e-12
2008-02,7.303109961391977e-06,3.4167341063444643e-06,1.292716443376006e-13,1.8164458340696663e-09,1.1434453549311293e-07,1.680283814471085e-06,6.313765615468372e-12
2008-03,1.858657129030751e-05,8.695653163301566e-06,3.507162973178062e-13,4.870217685750098e-09,2.829930215087232e-07,4.150171099603749e-06,1.7502661756583257e-11
2008-04,6.171984201877245e-05,2.8875296906387805e-05,1.1622461923790865e-12,1.6140480970619374e-08,9.098907097816722e-07,1.3408357532179496e-05,5.78718300216876e-11
2008-05,0.00026946116352044125,0.0001260644465984737,5.312466075834805e-12,7.246067025909578e-08,3.850150309055079e-06,5.703054353151515e-05,2.6847018802592594e-10
2008-06,0.0015564236801500688,0.0007281078417201124,3.0014595543083374e-11,4.120123042141207e-07,2.1587113846230683e-05,0.00032134574469116155,1.5031955625909501e-09
2008-07,0.011946179585991892,0.005585809598907314,2.2938321308944356e-10,3.1499622281086266e-06,0.00016107913847802723,0.0024088825404890886,1.1448330755449019e-08
2008-08,0.12064464738153102,0.05614416933244231,2.30237879472753e-09,3.167888524447322e-05,0.0015864357652120473,0.02377885469148442,1.1368285986052964e-07
2008-09,1.3601096412335107,0.6003812366813123,2.585454762621361e-08,0.00035885674671270486,0.0177954947331261,0.26088134385293227,1.1729374757540333e-06
2008-10,5.97140791729421,2.0274054181537657,1.1368442673162173e-07,0.0016447792772536786,0.08453413519739006,1.0828824415493508,3.4365111342685293e-06
2008-11,3.6297402210145933,0.8473540865059949,6.9031891772456e-08,0.0010597347317759772,0.05720252554438129,0.6041533405596288,1.149621653632337e-06
2008-12,0.6979066495940461,0.14484774180706095,3.424430976768724e-05,0.0002059600369015768,0.011133370927498458,0.11413988784742153,0.0004252594085100643
2009-01,1.5270185972015349,0.6576617089733949,0.0014909701254847698,0.0003888573921492891,0.0267790979210343,0.6474747566452669,0.02000392408694215
2009-02,5.614532474139206,1.8600693268322053,0.005324720017480263,0.001435335446080501,0.10385201263164372,2.0899870171067487,0.042835408197473585
2009-03,2.124000673361026,0.515151275051011,0.0019401406796519484,0.0005460097568688059,0.04125737080232189,0.6673573363167693,0.00832101139661731
2009-04,0.2664450122730616,0.057950263798257906,0.00023507269110985642,6.733078944734381e-05,0.005033362383504965,0.07599124843502975,0.0008286816736124405
2009-05,0.031860998251465045,0.006775681431042679,2.735311147170007e-05,7.866997786586463e-06,0.0005695500629793269,0.008568828411088109,9.365158397583789e-05
2009-06,0.004444198377698272,0.000937092344971413,3.7304163359687045e-06,1.0753318715798989e-06,7.519744020917894e-05,0.0011367541815389404,1.2655095222972607e-05
2009-07,0.0007483036921107633,0.00015698162244420777,6.160231558123867e-07,1.7792180585625103e-07,1.2020190652203833e-05,0.00018276030279776312,2.0758466035409977e-06
2009-08,0.00015439606152189977,3.227323692733819e-05,1.2485765788920787e-07,3.611931660677686e-08,2.3603511916693576e-06,3.61002855948922e-05,4.181609433392443e-07
2009-09,3.951322452566686e-05,8.237002792343961e-06,3.144822027843861e-08,9.11246743616782e-09,5.762241004226426e-07,8.865924467499342e-06,1.0471002023348247e-07
2009-10,1.2687008335565686e-05,2.6391360208322112e-06,9.936701122841528e-09,2.8830331405636095e-09,1.768855827869592e-07,2.7374545304159614e-06,3.290264900812634e-08
2009-11,5.16522027649291e-06,1.0726229918156527e-06,3.997715813984851e-09,1.1634143735200775e-09,6.897361735577756e-08,1.073926156336391e-06,1.3166693625145387e-08
2009-12,2.1454665655173955e-06,4.057425409542681e-07,1.1993607070492039e-08,9.54923977619735e-10,3.1986083096416373e-08,5.415698126065571e-07,1.706487868765108e-08
2010-01,8.139712762145201e-06,4.455026511585025e-06,-2.6594257502285997e-08,6.004422985564101e-10,1.202720158275522e-07,3.5835228270886255e-06,1.7229342950172283e-07
2010-02,0.00023117420944740452,0.00012652514216893174,3.69177320017186e-07,5.2522406558772484e-08,3.182840706749887e-06,0.00010017467835035654,5.141707512328845e-06
2010-03,0.007944403659121413,0.004346799126656031,1.2806376152020257e-05,1.7904288351593806e-06,0.00010654988016329907,0.003357024250819074,0.00017385433755268001
2010-04,0.3165390348423669,0.17119525142317987,0.0005034509866611516,7.064122613313449e-05,0.004143599478728449,0.12995147849962224,0.006662220699743624
2010-05,5.967892710626222,2.5848291358925413,0.009220213769696941,0.0013201500091688041,0.08007113132718463,2.1894648440945117,0.07867128649399797
2010-06,5.711241747011487,1.5809210638343132,0.008441665947226519,0.0012708116054731661,0.08227523279584142,1.6899596436268287,0.02933341065784632
2010-07,0.573500255139292,0.1211431334347507,0.000811297101230399,0.000126749837057033,0.008264640212861125,0.14325774835491772,0.0016565100363927741
2010-08,0.042539778405853435,0.008639918629607668,5.826609467201541e-05,9.164083201109612e-06,0.0005769142900697438,0.009885538800451232,0.00011262350943985408
2010-09,0.003736066179904629,0.00074882826663486,4.980631360720347e-06,7.856272071465171e-07,4.759008562123246e-05,0.0008196150325462392,9.528901058768365e-06
2010-10,0.00040765812075460595,8.096851038114083e-05,5.307358349516695e-07,8.390770112818831e-08,4.90040572061895e-06,8.491264974208601e-05,1.0087060428251582e-06
2010-11,5.610363577601696e-05,1.1063495254648448e-05,7.149961548389219e-08,1.13259509233808e-08,6.385713909907997e-07,1.113445782796596e-05,1.350657231023733e-07
2010-12,8.360008690866394e-06,1.6526323781684837e-06,2.8540855773586185e-08,2.4267466237470198e-09,1.017214110686504e-07,1.909641408892604e-06,4.830622282389618e-08
2011-01,5.441117612026147e-06,2.8488844908136635e-06,5.2350196860827605e-08,2.0411962146026606e-09,5.753508442243871e-08,2.106882646124575e-06,1.0470126415168535e-07
2011-02,1.9188298527872405e-05,1.0046685910980457e-05,-9.318052118746298e-09,2.9605134939684682e-09,2.2368261375083076e-07,7.218390871144287e-06,3.813558780612139e-07
2011-03,8.012504267296272e-05,4.1952037503623085e-05,1.686851146070166e-07,1.707421661738609e-08,8.832628597271741e-07,2.9382171350123e-05,1.5734327903950407e-06
2011-04,0.00040222983934135037,0.0002105966589963093,6.643473646748312e-07,8.13494261807813e-08,4.291956580762535e-06,0.00014327921347839778,7.786536992656148e-06
2011-05,0.0024346633436811427,0.0012745934651905988,4.222763960362976e-06,4.922079697544223e-07,2.5192004214896063e-05,0.0008431062083744112,4.636064677660066e-05
2011-06,0.01786686666803705,0.009346833290851952,3.069789083616449e-05,3.5760345746524208e-06,0.00017934267187835057,0.006016280807709384,0.0003345031319442566
2011-07,0.15673533745086954,0.08148254728427146,0.0002663421820354821,3.1052355688118715e-05,0.0015284727585175226,0.05124473235247062,0.002852535943755649
2011-08,1.3668588680527005,0.6729359384164648,0.0022856611072772544,0.00026766424285138416,0.013063505040963614,0.42655372177682754,0.021886780354615883
2011-09,4.774153286845967,1.8841621661947348,0.007736380036756579,0.0009235142538347176,0.04598443186542185,1.3333444489686999,0.04844984850006784
2011-10,3.0139634972053186,0.8807842317880815,0.004700049628693191,0.0005787328635870948,0.029311091892873266,0.7233675399966069,0.016505471377702273
2011-11,0.6764367775792868,0.16977385076376306,0.0010229691873371366,0.00012839443635236,0.006391866059324899,0.14612368146622728,0.0027157967604171575
2011-12,0.14236985088928455,0.04740003620709865,0.00023206638644595982,2.7145007839638456e-05,0.0012774760866812382,0.034120497792115845,0.0012074639055488588
2012-01,0.11922647153803645,0.06763599176726753,0.00023735538841535074,2.4183055519682922e-05,0.0011289462924667613,0.04272866255156382,0.002604894631787289
2012-02,0.18851103622257726,0.10571070737603883,0.00036962728555628237,3.7688933963127345e-05,0.0017321010918533268,0.06528722034991608,0.003939637049040325
2012-03,0.3102625280091753,0.17077624327850038,0.0005984683952228623,6.108678120413937e-05,0.0027645696131691107,0.1033818315035101,0.0061021348561500054
2012-04,0.4954386103715569,0.264653513448565,0.0009387569584123976,9.596401564307557e-05,0.004288041910898311,0.15812315634315122,0.008947760116811542
2012-05,0.6983817886015098,0.3568449531043849,0.0012975156852783288,0.00013294785393273595,0.00588131751159595,0.21223416466771838,0.011235825900207446
2012-06,0.8000192532586159,0.3864410891871284,0.0014552874105230016,0.0001496205000969732,0.006558455775631817,0.23025702794677583,0.011204833462302461
2012-07,0.7326698733166048,0.3338843687432841,0.0013046407119915318,0.0001346962571785988,0.005837001263476679,0.19932807790258023,0.008921901320785774
2012-08,0.5713819852071256,0.24757124316785173,0.0009970003176123956,0.00010338697077466992,0.0044101004309011,0.14724527868029413,0.006168180598964835
2012-09,0.4192101021656014,0.17465976667467298,0.000717904167667335,7.47482179895456e-05,0.003126029445705159,0.10274721988046964,0.00411627769330348
2012-10,0.3164900034267504,0.1279963448942073,0.0005327663691155919,5.567251374105799e-05,0.0022767715294985495,0.07407376491483653,0.0028862825013998682
2012-11,0.26175726244572206,0.10337145158864913,0.0004337117774610034,4.5470411918145084e-05,0.0018161498031276854,0.05868741233228669,0.002246794541126834
2012-12,0.2264370540496885,0.13344992732363115,0.0004684691550705289,4.220083052321839e-05,0.0015441312197444698,0.0606403231833752,0.0040343822933689485
2013-01,0.5541329627570646,0.44298198020237267,0.001387546187530482,0.00011300351362780671,0.004056560301653363,0.189081170403399,0.01566457024750529
2013-02,1.2464880396176548,0.931847062363822,0.0030440696303572377,0.00024764485432244215,0.008970479729408613,0.4047585688392502,0.02962402192327033
2013-03,1.479994093196868,0.9982986061601723,0.003504154704727974,0.00028503519691229837,0.010510910453887228,0.450304514908903,0.027334644215744764
2013-04,0.9158444490074857,0.5628102169936977,0.0021047860378524234,0.0001714734650492869,0.006377709181268343,0.26084676411025076,0.01351882002474207
2013-05,0.40484142955019564,0.2357278118765238,0.0009078964888134273,7.413060891131335e-05,0.0027328811687907933,0.10909755343689598,0.005236875477476668
2013-06,0.1709716711445708,0.09703702096299505,0.0003757985779433734,3.0747959016931754e-05,0.0011117859400096818,0.04400924211493962,0.0020644734819711373
2013-07,0.07977397576440781,0.044707001165705806,0.0001723441542455617,1.4126922984715397e-05,0.0004990197379694042,0.019721559527391408,0.0009246070629899579
2013-08,0.043766299820835464,0.024350898509406527,9.310144228212493e-05,7.643654653999624e-06,0.0002634848100101922,0.01042403371445122,0.000492531704607193
2013-09,0.02907386501833642,0.016098664050678835,6.0979806647807645e-05,5.013724779871212e-06,0.00016864829108552762,0.006686131053065814,0.0003193657864155805
2013-10,0.023781089148089407,0.013119798202818056,4.9232756506691674e-05,4.0533103143802676e-06,0.0001330962871003323,0.005289992124679621,0.0002556857965048745
2013-11,0.024220076467362794,0.013319542514270144,4.9537542982361e-05,4.083502853707236e-06,0.00013097297648844916,0.005219407267548215,0.0002552666300965206
2013-12,0.030542724792581577,0.025597778269909055,8.280850074339529e-05,5.813279051886111e-06,0.00016368068964361243,0.00776858369083977,0.0006726352906227112
2014-01,0.07196098134339968,0.07735204814092178,0.0002304332151824664,1.5155457486686974e-05,0.00040314421517577415,0.02151420662308834,0.0023188723102964166
2014-02,0.22407227012449793,0.238237670084529,0.0007071855908436127,4.6459851650953424e-05,0.0012213036198735483,0.06504630833037706,0.006920246964577537
2014-03,0.6811474327711453,0.7005645831263924,0.002110322107621459,0.00013842387486916598,0.0036245767706648106,0.1908103582378362,0.01915178894459548
2014-04,1.457447175162263,1.3856889940528,0.004399033355844111,0.0002880165061273514,0.007626846940262007,0.3888725627395312,0.033727872296630906
2014-05,1.565719029314283,1.329092595754089,0.0045806083444182456,0.00029967888754117277,0.008088711538013077,0.39296080108428555,0.027756028336520504
2014-06,0.8941694958962354,0.6898955254875799,0.0025419152121492427,0.0001664719878113842,0.004525615988019115,0.21121108188198456,0.012717576238375529
2014-07,0.3870983927338201,0.28339564977455933,0.00107535923900416,7.054938391698484e-05,0.0018984345846028566,0.08689654535754265,0.004867317995015021
2014-08,0.16817307683522076,0.12008084751328751,0.0004584292451789533,3.012462668125482e-05,0.0007950273286954322,0.03616472942206128,0.001983221113945055
2014-09,0.08358241222543583,0.05890941689840057,0.00022414967717740474,1.4750419428670078e-05,0.0003806141700602936,0.01730067887336373,0.0009479689972475593
2014-10,0.05022046433332816,0.03511395692845087,0.00013272544903505283,8.7448726759405e-06,0.00022049008589130822,0.010035940843536317,0.0005535506471686727
2014-11,0.03743853214528414,0.0260262630922381,9.763660914176775e-05,6.44003158440363e-06,0.0001587097945033103,0.0072395753326709444,0.0004029883834698149
2014-12,0.034091943706671124,0.036139342307417444,0.0001184458225072355,6.81656681584316e-06,0.0001433760739220219,0.007805708763494734,0.0007562200560915985
2015-01,0.049990323279913707,0.06494366943115559,0.00019774236360463934,1.099566204790204e-05,0.00021799491348329508,0.01305893736778252,0.0015128365643431868
2015-02,0.09593868035796538,0.1239590127949941,0.0003743472510810489,2.0790130656077777e-05,0.0004062230576339261,0.02435776813095314,0.002818699148674983
2015-03,0.2081261822936109,0.2659067019230965,0.0008003856595875311,4.43927164532062e-05,0.0008565660147440493,0.051298747423197955,0.005860829077246766
2015-04,0.46859504746741276,0.5839896234041464,0.0017724786437633218,9.816254794211827e-05,0.001879169411746727,0.11182008063646831,0.012275637253765948
2015-05,0.9165192801988242,1.0855739578265244,0.0033962244032628643,0.00018779438011191083,0.0035954084544689326,0.21042770309044334,0.02112330968180925
2015-06,1.2366717218518675,1.3523833285252307,0.004471170911189335,0.0002469944461268666,0.004763043449926719,0.2709933522607788,0.023637872812417443
2015-07,1.050271170823891,1.0533015386149869,0.003702726399874509,0.000204599821876974,0.003967040079954579,0.21877831310542772,0.016499423005234253
2015-08,0.6463312001677268,0.6067190452698323,0.002228305633119221,0.00012328251068479085,0.002380223818870212,0.1283282561401089,0.008750806423743051
2015-09,0.35965054005643315,0.32408968941325944,0.0012167333282162279,6.741700736384278e-05,0.0012845227535709068,0.06843315598665523,0.004431385821858803
2015-10,0.2121456682440237,0.18653413209683278,0.0007061292261478086,3.9180083705186866e-05,0.0007332323553956716,0.03886456994099119,0.0024613962202957654
2015-11,0.14447024314028223,0.12498797570571485,0.00047395992959335404,2.633027923430861e-05,0.0004831534494420357,0.025565753279799264,0.0016058805767149402
2015-12,0.10986023827768143,0.14443766067844255,0.00048769949964396365,2.4066839213402326e-05,0.0003640459915342856,0.022647107112805376,0.0024867405805002914
2016-01,0.10635673614093344,0.16221364438014363,0.0005167470708513332,2.5259847130504874e-05,0.0003618521271171564,0.024000733333973123,0.0030182391576497915
2016-02,0.12550661819086262,0.18974625553777602,0.0006008306320424376,2.932116894880743e-05,0.0004144477909960066,0.02750122971517943,0.00343167155561052
2016-03,0.16737762650267385,0.25027378909806,0.0007895126610608233,3.846806791889322e-05,0.0005367857167017098,0.03560938422896842,0.004390885260366351
2016-04,0.24645870708324136,0.36286544032271273,0.0011452411333350964,5.570938138489841e-05,0.0007684788532392149,0.050890533782060876,0.006148571049162561
2016-05,0.3819514210712138,0.5493763318809908,0.0017468640351737865,8.484744914145459e-05,0.001159682704004062,0.07645807344936473,0.00891859275061746
2016-06,0.575546008246064,0.7989630845092521,0.0025871243777108536,0.00012549653433589455,0.001704828966335014,0.11143454685456078,0.012276854806668805
2016-07,0.7637963591049513,1.0087817273296884,0.0033689400239984976,0.0001632843819683507,0.002211259213155334,0.14257776859454563,0.014478865496072007
2016-08,0.8293449579507617,1.0318087331856074,0.003586383895719009,0.00017381365669802884,0.0023485581808931066,0.14884306479018838,0.013732692038798296
2016-09,0.737664226522261,0.8646271886370571,0.0031289251649828462,0.00015175665648804932,0.0020412704498985225,0.12716505980516768,0.010709992725669356
2016-10,0.5783238094366872,0.6441672357416384,0.002409683327972336,0.00011702100935894345,0.00156063696918219,0.09587467389112758,0.007512054545608798
2016-11,0.4403058383384062,0.4710734905235492,0.0018053030250153156,8.780331986402081e-05,0.001156726664347952,0.0703546450066761,0.005236615315678487
2016-12,0.3109734495823857,0.505402299945179,0.001760926091027063,7.721564253696314e-05,0.0008084951330897087,0.056963786091715485,0.007233288709949156
2017-01,0.2214395380221834,0.3915371385617872,0.001309069580194438,5.797268948231238e-05,0.000585389677561915,0.04266386407427436,0.005794164202693047
2017-02,0.1736188485592427,0.30234110736665487,0.0010101893026660423,4.463537766725371e-05,0.000446082136091111,0.032485590715752855,0.004321010676197352
2017-03,0.1505285754644703,0.25886274207630455,0.0008629184921641816,3.805739318811258e-05,0.0003758121085288037,0.02736974983526541,0.003588229864988097
2017-04,0.1478733458413206,0.25138144032675336,0.0008358977227068774,3.680557273832324e-05,0.00035889495613198805,0.02614724174405947,0.0033871354252945976
2017-05,0.16610464265998104,0.27899487763609065,0.0009263814268278695,4.0730412790139525e-05,0.00039221153912286436,0.028580149691045942,0.003655707765316818
2017-06,0.2121354525452257,0.3512347688584383,0.001167544873618303,5.1266740648035314e-05,0.0004878253487359402,0.03552874381694271,0.004468947311018351
2017-07,0.30065159001989583,0.48830756664483554,0.0016327410359559275,7.161598315388981e-05,0.0006742346420002612,0.04900370157708833,0.006008947202681449
2017-08,0.44989888273448964,0.7105799393417267,0.0024092391370704805,0.00010559027430051549,0.000985567085601529,0.07128904960690408,0.008393456798981222
2017-09,0.6561910436705731,0.994718884373702,0.0034610876278076165,0.00015165706773297366,0.0014070906514644307,0.10087036062056409,0.011154645869367909
2017-10,0.8474761251193286,1.2147404823259766,0.004397196942543475,0.00019279311258770958,0.0017822908150527672,0.12601683956522391,0.012781776777438629
2017-11,0.9060450275322651,1.2158666275581875,0.004621703761611626,0.00020295608725322462,0.0018704681709539109,0.13000789860235507,0.011933183844935191
2017-12,0.6287580906841117,1.2162343230648132,0.004610549651462787,0.00018339401107467582,0.0013050734203380078,0.1032173723131441,0.015232681005886324
2018-01,0.31210230459303157,0.6108063543728337,0.002274220896764166,9.277728037565211e-05,0.000658167899650515,0.052407002313364925,0.007606917857718928
2018-02,0.15695638960756542,0.30151610828301756,0.0011246069237897446,4.575337679695339e-05,0.0003218322264179896,0.025607486226716936,0.003617213827045336
2018-03,0.08835210406227256,0.16803619789146906,0.0006239820250820071,2.5335822897567064e-05,0.00017598135715075208,0.014023652375075302,0.0019632982462472817
2018-04,0.05894302332116741,0.11141651854561507,0.0004109320100917748,1.66577698026499e-05,0.00011409201303757069,0.009114472056281908,0.0012743355024795108
2018-05,0.047887455907114074,0.09011413382351008,0.0003298953316078308,1.3352755788209798e-05,9.015439312492005e-05,0.007223022379457267,0.001011512824619469
2018-06,0.04800659205042024,0.08998170073947209,0.00032704044905253714,1.3218579505096641e-05,8.799720979061482e-05,0.007071183525361735,0.0009924944257984
2018-07,0.05966475878425026,0.11135396547308218,0.0004021739220842627,1.623377101396409e-05,0.00010660754156382318,0.008590799607866018,0.0012073509086042017
2018-08,0.09157084242819025,0.1699105464500139,0.0006109507052088053,2.463043532131208e-05,0.00015968483667808814,0.012897975207179502,0.0018094850224260536
2018-09,0.17028014992772622,0.31288355080756336,0.0011245335375693801,4.5286038692787e-05,0.0002902203818831543,0.023468776953544657,0.003262735775610981
2018-10,0.3639705945821081,0.6558044192780388,0.002377451945978666,9.566978833061123e-05,0.0006074527806594447,0.049041669837060486,0.006640351794919355
2018-11,0.7883739495306852,1.3620715263983174,0.005082497577577646,0.00020453974164390298,0.0012923906761152897,0.10350299953358622,0.013138777084054087
